Reference area,Unit of measure,ISO,ISO.1,TIME_PERIOD,OBS_VALUE
Maldives,Microgrammes per cubic metre,MDV,Maldives,2014,11.063288
Maldives,Microgrammes per cubic metre,MDV,Maldives,2015,10.602229
Maldives,Microgrammes per cubic metre,MDV,Maldives,2016,11.36234
Maldives,Microgrammes per cubic metre,MDV,Maldives,2017,10.647328
Maldives,Microgrammes per cubic metre,MDV,Maldives,2018,11.34352
Maldives,Microgrammes per cubic metre,MDV,Maldives,2019,11.650807
Maldives,Microgrammes per cubic metre,MDV,Maldives,2020,11.55439
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2000,24.084408
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2001,22.428812
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2002,23.628969
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2003,21.735514
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2004,21.235735
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2005,21.436594
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2006,22.23065
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2007,22.092867
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2008,22.73094
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2009,23.129156
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2010,23.338207
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2011,22.864397
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2012,23.314226
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2013,23.192926
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2014,22.706371
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2015,23.417492
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2016,22.640604
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2017,21.655809
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2018,21.8265
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2019,23.238615
Istanbul,Microgrammes per cubic metre,TUR,Türkiye,2020,21.080402
Yemen,Microgrammes per cubic metre,YEM,Yemen,2000,43.063412
Yemen,Microgrammes per cubic metre,YEM,Yemen,2001,36.711254
Yemen,Microgrammes per cubic metre,YEM,Yemen,2002,36.199059
Yemen,Microgrammes per cubic metre,YEM,Yemen,2003,37.513809
Yemen,Microgrammes per cubic metre,YEM,Yemen,2004,36.256065
Yemen,Microgrammes per cubic metre,YEM,Yemen,2005,37.09679
Yemen,Microgrammes per cubic metre,YEM,Yemen,2006,35.381168
Yemen,Microgrammes per cubic metre,YEM,Yemen,2007,36.440907
Yemen,Microgrammes per cubic metre,YEM,Yemen,2008,43.902462
Yemen,Microgrammes per cubic metre,YEM,Yemen,2009,41.077805
Yemen,Microgrammes per cubic metre,YEM,Yemen,2010,37.436264
Yemen,Microgrammes per cubic metre,YEM,Yemen,2011,41.250458
Yemen,Microgrammes per cubic metre,YEM,Yemen,2012,50.802006
Yemen,Microgrammes per cubic metre,YEM,Yemen,2013,46.259209
Yemen,Microgrammes per cubic metre,YEM,Yemen,2014,36.68671
Yemen,Microgrammes per cubic metre,YEM,Yemen,2015,41.964481
Yemen,Microgrammes per cubic metre,YEM,Yemen,2016,38.896225
Yemen,Microgrammes per cubic metre,YEM,Yemen,2017,40.132702
Yemen,Microgrammes per cubic metre,YEM,Yemen,2018,41.779831
Yemen,Microgrammes per cubic metre,YEM,Yemen,2019,39.653702
Yemen,Microgrammes per cubic metre,YEM,Yemen,2020,33.580826
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2000,19.396734
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2001,19.715433
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2002,20.268517
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2003,19.311686
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2004,20.8244
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2005,19.331785
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2006,19.846991
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2007,20.489193
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2008,20.20768
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2009,19.720821
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2010,16.682693
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2011,15.338396
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2012,16.541672
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2013,16.578806
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2014,15.853749
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2015,14.839
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2016,15.337736
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2017,14.050727
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2018,15.876836
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2019,16.765585
Timor-Leste,Microgrammes per cubic metre,TLS,Timor-Leste,2020,16.504313
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2000,34.660877
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2001,34.325481
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2002,33.1968
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2003,31.811066
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2004,32.158077
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2005,31.79767
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2006,33.354172
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2007,34.194191
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2008,35.121655
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2009,36.309616
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2010,38.435215
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2011,51.30574
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2012,49.792843
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2013,49.353886
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2014,45.203037
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2015,44.144356
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2016,43.565414
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2017,41.023167
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2018,40.905678
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2019,39.020283
Tajikistan,Microgrammes per cubic metre,TJK,Tajikistan,2020,35.924942
Qatar,Microgrammes per cubic metre,QAT,Qatar,2000,86.345222
Qatar,Microgrammes per cubic metre,QAT,Qatar,2001,82.85199
Qatar,Microgrammes per cubic metre,QAT,Qatar,2002,75.046043
Qatar,Microgrammes per cubic metre,QAT,Qatar,2003,101.39863
Qatar,Microgrammes per cubic metre,QAT,Qatar,2004,93.427895
Qatar,Microgrammes per cubic metre,QAT,Qatar,2005,96.032021
Qatar,Microgrammes per cubic metre,QAT,Qatar,2006,86.875648
Qatar,Microgrammes per cubic metre,QAT,Qatar,2007,88.907455
Qatar,Microgrammes per cubic metre,QAT,Qatar,2008,100.33665
Qatar,Microgrammes per cubic metre,QAT,Qatar,2009,92.118492
Qatar,Microgrammes per cubic metre,QAT,Qatar,2010,80.400749
Qatar,Microgrammes per cubic metre,QAT,Qatar,2011,85.4636
Qatar,Microgrammes per cubic metre,QAT,Qatar,2012,93.172607
Qatar,Microgrammes per cubic metre,QAT,Qatar,2013,85.796242
Qatar,Microgrammes per cubic metre,QAT,Qatar,2014,72.914261
Qatar,Microgrammes per cubic metre,QAT,Qatar,2015,93.92585
Qatar,Microgrammes per cubic metre,QAT,Qatar,2016,80.969238
Qatar,Microgrammes per cubic metre,QAT,Qatar,2017,80.328377
Qatar,Microgrammes per cubic metre,QAT,Qatar,2018,89.91188
Qatar,Microgrammes per cubic metre,QAT,Qatar,2019,78.582695
Qatar,Microgrammes per cubic metre,QAT,Qatar,2020,73.182106
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2000,18.35206
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2001,18.40155
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2002,18.504154
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2003,18.179302
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2004,17.924219
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2005,18.215208
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2006,18.377256
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2007,18.068663
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2008,19.574852
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2009,20.885101
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2010,22.080467
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2011,26.237654
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2012,28.087378
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2013,26.92988
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2014,25.311346
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2015,24.190002
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2016,23.349489
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2017,22.223789
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2018,22.292341
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2019,21.130484
Azerbaijan,Microgrammes per cubic metre,AZE,Azerbaijan,2020,20.673307
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2000,21.796564
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2001,21.601902
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2002,24.127344
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2003,24.957264
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2004,21.69249
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2005,21.855808
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2006,22.738638
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2007,24.046703
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2008,24.325104
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2009,27.588253
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2010,30.26687
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2011,38.797691
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2012,41.417179
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2013,38.969975
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2014,35.043266
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2015,35.832951
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2016,36.773373
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2017,33.340748
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2018,32.351192
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2019,33.028423
Mongolia,Microgrammes per cubic metre,MNG,Mongolia,2020,31.169445
San Marino,Microgrammes per cubic metre,SMR,San Marino,2000,15.597023
San Marino,Microgrammes per cubic metre,SMR,San Marino,2001,14.346708
San Marino,Microgrammes per cubic metre,SMR,San Marino,2002,14.635159
San Marino,Microgrammes per cubic metre,SMR,San Marino,2003,15.548921
San Marino,Microgrammes per cubic metre,SMR,San Marino,2004,13.668165
San Marino,Microgrammes per cubic metre,SMR,San Marino,2005,14.302902
San Marino,Microgrammes per cubic metre,SMR,San Marino,2006,14.464938
San Marino,Microgrammes per cubic metre,SMR,San Marino,2007,13.340302
San Marino,Microgrammes per cubic metre,SMR,San Marino,2008,12.687296
San Marino,Microgrammes per cubic metre,SMR,San Marino,2009,12.867079
San Marino,Microgrammes per cubic metre,SMR,San Marino,2010,11.862837
San Marino,Microgrammes per cubic metre,SMR,San Marino,2011,12.857134
San Marino,Microgrammes per cubic metre,SMR,San Marino,2012,11.995029
San Marino,Microgrammes per cubic metre,SMR,San Marino,2013,11.539963
San Marino,Microgrammes per cubic metre,SMR,San Marino,2014,11.480029
San Marino,Microgrammes per cubic metre,SMR,San Marino,2015,11.96465
San Marino,Microgrammes per cubic metre,SMR,San Marino,2016,10.959394
San Marino,Microgrammes per cubic metre,SMR,San Marino,2017,11.296982
San Marino,Microgrammes per cubic metre,SMR,San Marino,2018,11.762614
San Marino,Microgrammes per cubic metre,SMR,San Marino,2019,10.509517
San Marino,Microgrammes per cubic metre,SMR,San Marino,2020,10.596612
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2000,121.30432
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2001,122.42704
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2002,126.85821
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2003,130.57826
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2004,125.20987
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2005,124.63255
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2006,125.43897
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2007,127.38609
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2008,124.83386
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2009,126.71036
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2010,99.541862
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2011,125.27494
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2012,145.29628
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2013,150.32649
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2014,153.25723
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2015,145.30069
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2016,148.8636
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2017,132.77171
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2018,136.27869
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2019,113.60321
National Capital Territory of Delhi,Microgrammes per cubic metre,IND,India,2020,92.199585
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2000,14.227644
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2001,13.628173
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2002,13.679099
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2003,14.959849
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2004,13.2874
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2005,13.510233
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2006,14.163363
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2007,13.089277
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2008,12.342274
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2009,12.410185
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2010,12.996621
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2011,12.694235
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2012,11.35898
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2013,11.698566
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2014,9.9781494
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2015,10.377494
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2016,9.6015301
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2017,9.5902519
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2018,9.2882891
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2019,8.4698343
Luxembourg,Microgrammes per cubic metre,LUX,Luxembourg,2020,8.6707735
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2000,26.97344
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2001,26.572823
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2002,27.146021
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2003,25.499786
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2004,27.5937
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2005,27.564831
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2006,26.581556
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2007,27.990065
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2008,26.401308
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2009,25.743429
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2010,23.259483
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2011,19.694782
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2012,21.540468
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2013,23.160814
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2014,20.507835
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2015,19.266254
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2016,21.405502
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2017,18.214951
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2018,19.921091
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2019,21.29615
Lao People’s Democratic Republic,Microgrammes per cubic metre,LAO,Lao People’s Democratic Republic,2020,21.189783
Belarus,Microgrammes per cubic metre,BLR,Belarus,2000,27.33901
Belarus,Microgrammes per cubic metre,BLR,Belarus,2001,26.540594
Belarus,Microgrammes per cubic metre,BLR,Belarus,2002,29.838379
Belarus,Microgrammes per cubic metre,BLR,Belarus,2003,23.774141
Belarus,Microgrammes per cubic metre,BLR,Belarus,2004,22.50906
Belarus,Microgrammes per cubic metre,BLR,Belarus,2005,21.49637
Belarus,Microgrammes per cubic metre,BLR,Belarus,2006,21.14196
Belarus,Microgrammes per cubic metre,BLR,Belarus,2007,19.515398
Belarus,Microgrammes per cubic metre,BLR,Belarus,2008,18.679455
Belarus,Microgrammes per cubic metre,BLR,Belarus,2009,19.553333
Belarus,Microgrammes per cubic metre,BLR,Belarus,2010,20.71546
Belarus,Microgrammes per cubic metre,BLR,Belarus,2011,18.503664
Belarus,Microgrammes per cubic metre,BLR,Belarus,2012,17.90472
Belarus,Microgrammes per cubic metre,BLR,Belarus,2013,18.793558
Belarus,Microgrammes per cubic metre,BLR,Belarus,2014,19.224125
Belarus,Microgrammes per cubic metre,BLR,Belarus,2015,17.426069
Belarus,Microgrammes per cubic metre,BLR,Belarus,2016,15.696905
Belarus,Microgrammes per cubic metre,BLR,Belarus,2017,15.668328
Belarus,Microgrammes per cubic metre,BLR,Belarus,2018,16.878132
Belarus,Microgrammes per cubic metre,BLR,Belarus,2019,15.547197
Belarus,Microgrammes per cubic metre,BLR,Belarus,2020,14.500227
Malta,Microgrammes per cubic metre,MLT,Malta,2000,17.681952
Malta,Microgrammes per cubic metre,MLT,Malta,2001,17.282675
Malta,Microgrammes per cubic metre,MLT,Malta,2002,17.493284
Malta,Microgrammes per cubic metre,MLT,Malta,2003,19.267778
Malta,Microgrammes per cubic metre,MLT,Malta,2004,17.685631
Malta,Microgrammes per cubic metre,MLT,Malta,2005,16.845629
Malta,Microgrammes per cubic metre,MLT,Malta,2006,16.594009
Malta,Microgrammes per cubic metre,MLT,Malta,2007,17.988077
Malta,Microgrammes per cubic metre,MLT,Malta,2008,17.035578
Malta,Microgrammes per cubic metre,MLT,Malta,2009,16.206627
Malta,Microgrammes per cubic metre,MLT,Malta,2010,17.16037
Malta,Microgrammes per cubic metre,MLT,Malta,2011,16.242565
Malta,Microgrammes per cubic metre,MLT,Malta,2012,14.200107
Malta,Microgrammes per cubic metre,MLT,Malta,2013,13.475615
Malta,Microgrammes per cubic metre,MLT,Malta,2014,13.585542
Malta,Microgrammes per cubic metre,MLT,Malta,2015,13.830556
Malta,Microgrammes per cubic metre,MLT,Malta,2016,12.636864
Malta,Microgrammes per cubic metre,MLT,Malta,2017,12.987575
Malta,Microgrammes per cubic metre,MLT,Malta,2018,13.196908
Malta,Microgrammes per cubic metre,MLT,Malta,2019,12.671821
Malta,Microgrammes per cubic metre,MLT,Malta,2020,11.75582
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2000,15.75989
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2001,13.942944
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2002,14.423676
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2003,17.002348
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2004,13.716571
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2005,14.172382
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2006,14.224287
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2007,13.916618
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2008,13.478106
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2009,12.537039
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2010,12.21124
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2011,12.745877
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2012,11.256123
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2013,11.161183
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2014,10.585063
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2015,10.25458
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2016,9.833046
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2017,10.175962
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2018,10.038008
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2019,9.7462511
United Kingdom,Microgrammes per cubic metre,GBR,United Kingdom,2020,9.7051897
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2000,37.789806
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2001,38.709835
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2002,39.629871
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2003,38.589867
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2004,40.471062
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2005,40.079781
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2006,39.976788
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2007,41.311333
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2008,39.974644
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2009,40.037487
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2010,33.965591
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2011,29.183565
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2012,32.858135
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2013,34.881325
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2014,30.977499
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2015,29.676662
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2016,30.898197
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2017,27.893785
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2018,31.252127
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2019,31.851463
Myanmar,Microgrammes per cubic metre,MMR,Myanmar,2020,31.951258
Oman,Microgrammes per cubic metre,OMN,Oman,2000,44.994648
Oman,Microgrammes per cubic metre,OMN,Oman,2001,43.588249
Oman,Microgrammes per cubic metre,OMN,Oman,2002,41.531998
Oman,Microgrammes per cubic metre,OMN,Oman,2003,45.855034
Oman,Microgrammes per cubic metre,OMN,Oman,2004,47.301338
Oman,Microgrammes per cubic metre,OMN,Oman,2005,45.33263
Oman,Microgrammes per cubic metre,OMN,Oman,2006,42.270279
Oman,Microgrammes per cubic metre,OMN,Oman,2007,42.299999
Oman,Microgrammes per cubic metre,OMN,Oman,2008,49.810879
Oman,Microgrammes per cubic metre,OMN,Oman,2009,44.103222
Oman,Microgrammes per cubic metre,OMN,Oman,2010,41.175312
Oman,Microgrammes per cubic metre,OMN,Oman,2011,47.494038
Oman,Microgrammes per cubic metre,OMN,Oman,2012,50.364449
Oman,Microgrammes per cubic metre,OMN,Oman,2013,46.061954
Oman,Microgrammes per cubic metre,OMN,Oman,2014,40.296028
Oman,Microgrammes per cubic metre,OMN,Oman,2015,46.170563
Oman,Microgrammes per cubic metre,OMN,Oman,2016,43.997635
Oman,Microgrammes per cubic metre,OMN,Oman,2017,47.022022
Oman,Microgrammes per cubic metre,OMN,Oman,2018,47.651955
Oman,Microgrammes per cubic metre,OMN,Oman,2019,43.4286
Oman,Microgrammes per cubic metre,OMN,Oman,2020,38.463089
Nepal,Microgrammes per cubic metre,NPL,Nepal,2000,55.505436
Nepal,Microgrammes per cubic metre,NPL,Nepal,2001,59.13121
Nepal,Microgrammes per cubic metre,NPL,Nepal,2002,59.184605
Nepal,Microgrammes per cubic metre,NPL,Nepal,2003,59.331787
Nepal,Microgrammes per cubic metre,NPL,Nepal,2004,57.766491
Nepal,Microgrammes per cubic metre,NPL,Nepal,2005,57.587925
Nepal,Microgrammes per cubic metre,NPL,Nepal,2006,60.073574
Nepal,Microgrammes per cubic metre,NPL,Nepal,2007,60.855686
Nepal,Microgrammes per cubic metre,NPL,Nepal,2008,59.243076
Nepal,Microgrammes per cubic metre,NPL,Nepal,2009,61.122917
Nepal,Microgrammes per cubic metre,NPL,Nepal,2010,47.052238
Nepal,Microgrammes per cubic metre,NPL,Nepal,2011,56.066505
Nepal,Microgrammes per cubic metre,NPL,Nepal,2012,69.522942
Nepal,Microgrammes per cubic metre,NPL,Nepal,2013,69.494408
Nepal,Microgrammes per cubic metre,NPL,Nepal,2014,72.89785
Nepal,Microgrammes per cubic metre,NPL,Nepal,2015,69.184601
Nepal,Microgrammes per cubic metre,NPL,Nepal,2016,70.592949
Nepal,Microgrammes per cubic metre,NPL,Nepal,2017,62.717583
Nepal,Microgrammes per cubic metre,NPL,Nepal,2018,62.242565
Nepal,Microgrammes per cubic metre,NPL,Nepal,2019,55.411434
Nepal,Microgrammes per cubic metre,NPL,Nepal,2020,44.222458
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2000,16.179861
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2001,15.402246
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2002,14.986132
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2003,16.262695
Switzerland,Microgrammes per cubic metre,CHE,Switzerland,2004,13.777282
